	tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline_repressor_protein_class_A(tetR)	tetracycline_efflux_MFS_transporter_Tet(G)	tetracycline_resistance_transcriptional_repressor_TetR(G)	tetracycline_efflux_MFS_transporter_Tet(D)	Group
hn19S83	1	0	0	0	0	R
hn19S84	0	0	0	0	0	R
hn19S85	1	0	0	0	0	R
hn19S87	1	0	0	0	0	R
hn19S88	0	1	0	0	0	R
hn19S89	0	1	0	0	0	R
hn19S9	0	1	0	0	0	R
hn19S91	1	1	0	0	0	R
hn19S92	1	0	0	0	0	R
hn19S93	0	1	0	0	0	R
hn19S94	0	1	0	0	0	R
hn19S95	0	1	0	0	0	R
hn19S96	0	1	0	0	0	R
hn19S97	0	1	0	0	0	R
hn19S99	0	1	0	0	0	R
hn21S1	1	0	0	0	0	R
hn21S10	1	0	0	0	0	R
hn21S100	0	1	0	0	0	R
hn21S101	0	1	0	0	0	R
hn21S102	1	0	0	0	0	R
hn21S105	0	1	0	0	0	R
hn21S106	0	1	0	0	0	R
hn21S109	0	1	0	0	0	R
hn21S11	1	0	0	0	0	R
hn21S110	1	0	0	0	0	R
hn21S112	1	0	0	0	0	R
hn21S113	1	0	0	0	0	R
hn21S114	1	0	0	0	0	R
hn21S116	1	0	0	0	0	R
hn21S117	0	1	0	0	0	R
hn21S118	0	1	0	0	0	R
hn21S119	0	1	0	0	0	R
hn21S121	0	1	0	0	0	R
hn21S122	0	1	0	0	0	R
hn21S123	0	1	0	0	0	R
hn21S124	1	0	0	0	0	R
hn21S125	0	1	0	0	0	R
hn21S126	1	0	0	0	0	R
hn21S129	1	0	0	0	0	R
hn21S13	1	0	0	0	0	R
hn21S131	1	0	0	0	0	R
hn21S132	1	1	0	0	0	R
hn21S137	0	1	0	0	0	R
hn21S138	1	0	0	0	0	R
hn21S139	1	0	0	0	0	R
hn21S14	0	1	0	0	0	R
hn21S140	1	0	0	0	1	R
hn21S141	0	1	0	0	0	R
hn21S142	0	1	0	0	0	R
hn21S143	1	1	0	0	0	R
hn21S144	1	1	0	0	0	R
hn21S146	0	1	0	0	0	R
hn21S148	1	0	0	0	0	R
hn21S149	0	1	0	0	0	R
hn21S15	1	1	0	0	0	R
hn21S151	0	1	0	0	0	R
hn21S153	0	1	0	0	0	R
hn21S154	0	1	0	0	0	R
hn21S157	0	1	0	0	0	R
hn21S158	0	0	0	0	0	R
hn21S160	0	1	0	0	0	R
hn21S161	0	1	0	0	0	R
hn21S162	1	0	0	0	0	R
hn21S163	1	0	0	0	0	R
hn21S166	1	0	0	0	0	R
hn21S167	1	0	0	0	0	R
hn21S168	0	1	0	0	0	R
hn21S170	1	0	0	0	0	R
hn21S171	0	1	0	0	0	R
hn21S172	0	1	0	0	0	R
hn21S173	1	0	0	0	0	R
hn21S174	1	0	0	0	0	R
hn21S175	1	0	0	0	0	R
hn21S177	0	1	0	0	0	R
hn21S181	0	1	0	0	0	R
hn21S182	0	1	0	0	0	R
hn21S183	0	1	0	0	0	R
hn21S186	1	0	0	0	0	R
hn21S187	0	1	0	0	0	R
hn21S19	1	0	0	0	0	R
hn21S190	0	1	0	0	0	R
hn21S191	0	1	0	0	0	R
hn21S192	0	1	0	0	0	R
hn21S193	0	1	0	0	0	R
hn21S194	1	0	0	0	1	R
hn21S195	1	0	0	0	0	R
hn21S196	1	0	0	0	0	R
hn21S199	1	0	0	0	0	R
hn21S200	0	1	0	0	0	R
hn21S202	1	0	0	0	0	R
hn21S204	1	0	0	0	0	R
hn21S205	0	1	0	0	0	R
hn21S209	0	1	0	0	0	R
hn21S210	0	1	0	0	0	R
hn21S216	1	0	0	0	0	R
hn21S22	0	1	0	0	0	R
hn21S222	0	0	0	0	0	R
hn21S225	0	1	0	0	0	R
hn21S226	0	0	0	0	0	R
hn21S228	0	1	0	0	0	R
hn21S23	1	0	0	0	0	R
hn21S230	1	0	0	0	0	R
hn21S231	0	1	0	0	0	R
hn21S236	0	1	0	0	0	R
hn21S237	0	1	0	0	0	R
hn21S238	1	1	0	0	0	R
hn21S239	0	1	0	0	0	R
hn21S24	0	1	0	0	0	R
hn21S240	0	1	0	0	0	R
hn21S242	1	0	0	0	0	R
hn21S243	0	1	0	0	0	R
hn21S244	0	1	0	0	0	R
hn21S245	0	1	0	0	0	R
hn21S246	1	0	0	0	0	R
hn21S248	1	0	0	0	0	R
hn21S25	0	1	0	0	0	R
hn21S250	0	1	0	0	0	R
hn21S253	0	0	0	0	0	R
hn21S254	0	1	0	0	0	R
hn21S255	1	0	0	0	0	R
hn21S260	1	0	0	0	0	R
hn21S261	1	0	0	0	0	R
hn21S262	0	1	0	0	0	R
hn21S264	1	0	0	0	0	R
hn21S266	1	0	0	0	0	R
hn21S267	1	0	0	0	0	R
hn21S268	1	0	0	0	0	R
hn21S27	1	0	0	0	0	R
hn21S270	0	1	0	0	0	R
hn21S271	0	1	0	0	0	R
hn21S272	0	1	0	0	0	R
hn21S273	0	1	0	0	0	R
hn21S274	0	1	0	0	0	R
hn21S275	0	1	0	0	0	R
hn21S278	0	1	0	0	0	R
hn21S279	0	1	0	0	0	R
hn21S281	1	1	0	0	0	R
hn21S282	0	1	0	0	0	R
hn21S284	1	0	0	0	0	R
hn21S285	1	1	0	0	0	R
hn21S286	1	1	0	0	0	R
hn21S288	0	1	0	0	0	R
hn21S29	0	1	0	0	0	R
hn21S290	0	0	0	0	0	R
hn21S292	1	1	0	0	0	R
hn21S293	0	1	0	0	0	R
hn21S294	1	0	0	0	0	R
hn21S297	1	0	0	0	0	R
hn21S298	0	1	0	0	0	R
hn21S299	1	0	0	0	0	R
hn21S3	0	1	0	0	0	R
hn21S300	0	1	0	0	0	R
hn21S301	0	1	0	0	0	R
hn21S303	0	1	0	0	0	R
hn21S304	1	0	0	0	0	R
hn21S306	1	0	0	0	0	R
hn21S307	1	0	0	0	0	R
hn21S308	0	1	0	0	0	R
hn21S309	0	1	0	0	0	R
hn21S310	0	1	0	0	0	R
hn21S311	0	1	0	0	0	R
hn21S312	0	1	0	0	1	R
hn21S34	1	0	0	0	0	R
hn21S35	0	1	0	0	0	R
hn21S36	0	1	0	0	0	R
hn21S37	1	1	0	0	0	R
hn21S38	0	1	0	0	0	R
hn21S39	1	0	0	0	0	R
hn21S41	1	1	0	0	0	R
hn21S42	1	0	0	0	0	R
hn21S46	0	1	0	0	0	R
hn21S48	0	1	0	0	0	R
hn21S49	0	1	0	0	0	R
hn21S5	0	1	0	0	0	R
hn21S52	0	1	0	0	0	R
hn21S53	1	0	0	0	0	R
hn21S54	1	0	0	0	0	R
hn21S55	1	0	0	0	0	R
hn21S56	0	1	0	0	0	R
hn21S59	1	0	0	0	0	R
hn21S60	1	0	0	0	0	R
hn21S61	0	1	0	0	0	R
hn21S62	1	0	0	0	0	R
hn21S65	1	0	0	0	0	R
hn21S66	1	0	0	0	0	R
hn21S67	1	0	0	0	0	R
hn21S69	1	0	0	0	0	R
hn21S7	1	0	0	0	0	R
hn21S70	0	1	0	0	0	R
hn21S71	0	1	0	0	0	R
hn21S72	1	0	0	0	0	R
hn21S75	1	0	0	0	0	R
hn21S76	1	1	0	0	0	R
hn21S77	1	0	0	0	0	R
hn21S79	0	1	0	0	0	R
hn21S8	0	1	0	0	0	R
hn21S80	1	0	0	0	0	R
hn21S81	0	1	0	0	0	R
hn21S83	1	0	0	0	0	R
hn21S84	0	0	0	0	0	R
hn21S86	0	1	0	0	0	R
hn21S87	0	0	1	1	0	R
hn21S88	0	1	0	0	0	R
hn21S89	1	0	0	0	0	R
hn21S92	1	0	0	0	0	R
hn21S93	1	0	0	0	0	R
hn21S95	0	1	0	0	0	R
hn21S96	0	1	0	0	0	R
hn21S97	1	0	0	0	0	R
hnS101	1	0	0	0	0	R
hnS103	0	0	0	0	0	R
hnS106	0	0	0	0	0	R
hnS107	1	1	0	0	0	R
hnS108	1	0	0	0	0	R
hnS109	1	1	0	0	0	R
hnS110	1	0	0	0	0	R
hnS111	0	1	0	0	0	R
hnS112	1	0	0	0	0	R
hnS113	1	0	0	0	0	R
hnS114	1	0	0	0	0	R
hnS117	1	0	0	0	0	R
hnS122	0	1	0	0	0	R
hnS125	0	0	0	0	0	R
hnS126	0	0	0	0	0	R
hnS128	0	0	0	0	0	R
hnS129	0	0	0	0	0	R
hnS131	0	1	0	0	0	R
hnS134	0	0	0	0	0	R
hnS135	0	0	0	0	0	R
hnS136	0	0	0	0	0	R
hnS138	0	1	0	0	0	R
hnS139	0	1	0	0	0	R
hnS140	1	0	0	0	0	R
hnS141	1	0	0	0	0	R
hnS142	1	0	0	0	0	R
hnS143	1	0	0	0	0	R
hnS144	0	1	0	0	0	R
hnS145	0	1	0	0	0	R
hnS146	1	0	0	0	0	R
hnS147	1	0	0	0	0	R
hnS149	0	1	0	0	0	R
hnS15	0	1	0	0	0	R
hnS150	1	0	0	0	0	R
hnS151	0	1	0	0	0	R
hnS152	0	1	0	0	0	R
hnS153	1	0	0	0	0	R
hnS156	0	1	0	0	0	R
hnS157	1	0	0	0	0	R
hnS158	1	0	0	0	0	R
hnS159	1	0	0	0	0	R
hnS160	1	0	0	0	0	R
hnS162	1	1	0	0	0	R
hnS163	1	0	0	0	0	R
hnS164	1	0	0	0	0	R
hnS168	1	0	0	0	0	R
hnS169	0	1	0	0	0	R
hnS170	1	0	0	0	0	R
hnS173	1	0	0	0	0	R
hnS174	0	1	0	0	0	R
hnS176	0	1	0	0	0	R
hnS177	0	1	0	0	0	R
hnS180	0	1	0	0	0	R
hnS181	0	0	0	0	0	R
hnS182	0	1	0	0	0	R
hnS183	0	1	0	0	0	R
hnS184	0	1	0	0	0	R
hnS185	0	1	0	0	0	R
hnS186	0	1	0	0	0	R
hnS187	0	1	0	0	0	R
hnS188	1	0	0	0	0	R
hnS19	0	0	0	0	0	R
hnS194	0	1	0	0	0	R
hnS195	0	1	0	0	0	R
hnS196	0	1	0	0	0	R
hnS204	0	0	0	0	1	R
hnS208	0	1	0	0	0	R
hnS213	0	1	0	0	0	R
hnS216	0	0	0	0	1	R
hnS227	0	1	0	0	0	R
hnS235	0	1	0	0	0	R
hnS27	0	1	0	0	0	R
hnS29	0	1	0	0	0	R
hnS30	0	1	0	0	0	R
hnS31	0	1	0	0	0	R
hnS32	1	0	0	0	0	R
hnS33	0	1	0	0	0	R
hnS35	0	1	0	0	0	R
hnS37	0	1	0	0	0	R
hnS41	0	0	1	1	0	R
hnS43	0	1	0	0	0	R
hnS44	0	1	0	0	0	R
hnS45	0	1	0	0	0	R
hnS50	0	1	0	0	0	R
hnS52	0	1	0	0	0	R
hnS55	0	1	0	0	0	R
hnS57	0	1	0	0	0	R
hnS58	0	1	0	0	0	R
hnS60	0	1	0	0	0	R
hnS61	0	1	0	0	0	R
hnS63	0	1	0	0	0	R
hnS65	0	1	0	0	0	R
hnS66	0	1	0	0	0	R
hnS68	0	1	0	0	0	R
hnS69	0	1	0	0	0	R
hnS70	0	1	0	0	0	R
hnS71	0	1	0	0	0	R
hnS89	1	0	0	0	0	R
hnS9	0	1	0	0	0	R
hnS90	1	0	0	0	0	R
hnS91	0	0	0	0	0	R
hnS92	1	1	0	0	0	R
hnS93	1	1	0	0	0	R
hnS94	0	1	0	0	0	R
hnS95	0	0	0	0	0	R
hnS96	0	0	0	0	0	R
hnS97	1	0	0	0	0	R
hnS98	1	0	0	0	0	R
jl19S100	1	0	0	0	0	R
jl19S11	1	0	0	0	0	R
jl19S13	0	1	0	0	0	R
jl19S14	0	0	0	0	0	R
jl19S16	1	0	0	0	0	R
jl19S22	0	0	0	0	0	R
jl19S23	1	0	0	0	0	R
jl19S24	0	1	0	0	0	R
jl19S25	0	0	0	0	0	R
jl19S27	0	1	0	0	0	R
jl19S29	0	1	0	0	0	R
jl19S30	1	0	0	0	0	R
jl19S34	1	0	0	0	0	R
jl19S35	0	0	0	0	0	R
jl19S37	0	1	0	0	0	R
jl19S39	0	0	0	0	0	R
jl19S46	0	1	0	0	0	R
jl19S52	1	0	0	0	0	R
jl19S53	0	1	0	0	0	R
jl19S58	1	0	0	0	0	R
jl19S6	0	1	0	0	0	R
jl19S66	0	0	0	0	0	R
jl19S67	1	1	0	0	0	R
jl19S68	1	0	0	0	0	R
jl19S7	1	0	0	0	0	R
jl19S70	0	1	0	0	0	R
jl19S72	0	1	0	0	0	R
jl19S76	1	0	0	0	0	R
jl19S78	1	0	0	0	0	R
jl19S79	0	0	0	0	0	R
jl19S8	1	0	0	0	0	R
jl19S81	1	0	0	0	0	R
jl19S82	1	0	0	0	0	R
jl19S83	1	0	0	0	0	R
jl19S87	1	0	0	0	0	R
jl19S88	0	1	0	0	0	R
jl19S89	0	1	0	0	0	R
jl19S93	0	1	0	0	0	R
jl19S97	1	0	0	0	0	R
jl19S98	0	0	0	0	0	R
jl20S1	0	1	0	0	0	R
jl20S12	0	1	0	0	0	R
jl20S15	1	0	0	0	0	R
jl20S16	1	0	0	0	0	R
jl20S17	1	0	0	0	0	R
jl20S26	1	0	0	0	0	R
jl20S32	1	0	0	0	0	R
jl20S38	1	0	0	0	0	R
jl20S4	0	1	0	0	0	R
jl20S43	0	1	0	0	0	R
jl20S45	1	0	0	0	0	R
jl20S48	0	1	0	0	0	R
jl20S50	0	1	0	0	0	R
jl20S52	1	0	0	0	0	R
jl20S53	1	0	0	0	0	R
jl20S57	1	1	0	0	0	R
jl20S58	0	1	0	0	0	R
jl20S7	1	0	0	0	0	R
jl20S8	1	0	0	0	0	R
jl21S101	1	0	0	0	0	R
jl21S104	0	1	0	0	0	R
jl21S109	0	1	0	0	0	R
jl21S115	0	0	0	0	1	R
jl21S118	1	0	0	0	0	R
jl21S127	1	0	0	0	0	R
jl21S130	1	0	0	0	0	R
jl21S136	0	1	0	0	0	R
jl21S137	1	0	0	0	0	R
jl21S151	1	0	0	0	0	R
jl21S152	1	0	0	0	0	R
jl21S16	0	0	0	0	0	R
jl21S17	0	0	0	0	0	R
jl21S26	0	1	0	0	0	R
jl21S27	1	1	0	0	0	R
jl21S29	1	0	0	0	0	R
jl21S30	1	1	0	0	0	R
jl21S4	0	1	0	0	0	R
jl21S44	1	0	0	0	0	R
jl21S56	0	1	0	0	0	R
jl21S58	1	0	0	0	0	R
jl21S59	1	0	0	0	0	R
jl21S64	0	1	0	0	0	R
jl21S65	1	0	0	0	0	R
jl21S68	1	0	0	0	0	R
jl21S7	0	1	0	0	0	R
jl21S72	0	1	0	0	0	R
jl21S73	1	0	0	0	0	R
jl21S74	1	0	0	0	0	R
jl21S75	0	1	0	0	0	R
jl21S85	0	1	0	0	0	R
jl21S89	1	0	0	0	0	R
jl21S90	1	0	0	0	0	R
jl21S93	1	0	0	0	0	R
jl21S94	1	0	0	0	0	R
jl21S95	1	0	0	0	0	R
jl21S96	1	0	0	0	0	R
jl21S97	1	1	0	0	0	R
jlS10	0	1	0	0	0	R
jlS100	1	0	0	0	0	R
jlS104	0	1	0	0	0	R
jlS106	0	0	0	0	0	R
jlS107	1	0	0	0	0	R
jlS111	1	0	0	0	0	R
jlS115	1	0	0	0	0	R
jlS118	1	1	0	0	0	R
jlS119	0	0	0	0	0	R
jlS120	1	0	0	0	0	R
jlS121	1	0	0	0	0	R
jlS122	1	0	0	0	0	R
jlS132	0	1	0	0	0	R
jlS133	1	0	0	0	0	R
jlS134	0	0	0	0	0	R
jlS135	1	0	0	0	0	R
jlS137	0	1	0	0	0	R
jlS139	0	1	0	0	0	R
jlS140	0	1	0	0	0	R
jlS142	0	1	0	0	0	R
jlS143	1	0	0	0	0	R
jlS145	1	0	0	0	0	R
jlS146	1	1	0	0	0	R
jlS147	1	0	0	0	0	R
jlS148	0	1	0	0	0	R
jlS149	0	1	0	0	0	R
jlS16	0	1	0	0	0	R
jlS17	1	0	0	0	0	R
jlS18	1	0	0	0	0	R
jlS2	0	0	0	0	0	R
jlS20	1	0	0	0	0	R
jlS23	0	0	0	0	0	R
jlS28	0	0	0	0	0	R
jlS30	0	0	0	0	0	R
jlS31	1	0	0	0	0	R
jlS32	0	0	0	0	0	R
jlS33	1	0	0	0	0	R
jlS35	1	0	0	0	0	R
jlS37	0	0	0	0	0	R
jlS41	0	1	0	0	0	R
jlS42	0	0	0	0	0	R
jlS43	0	1	0	0	0	R
jlS44	0	0	0	0	0	R
jlS46	0	1	0	0	0	R
jlS49	0	0	0	0	0	R
jlS5	0	1	0	0	0	R
jlS50	0	0	1	1	0	R
jlS52	1	0	0	0	0	R
jlS53	0	0	1	1	0	R
jlS54	0	1	0	0	0	R
jlS6	0	1	0	0	0	R
jlS69	0	0	1	1	0	R
jlS73	1	0	0	0	0	R
jlS76	0	1	0	0	0	R
jlS79	1	0	0	0	0	R
jlS82	1	0	0	0	0	R
jlS83	0	1	0	0	0	R
jlS87	0	1	0	0	0	R
jlS89	0	0	0	0	0	R
jlS91	1	0	0	0	0	R
jlS92	0	1	0	0	0	R
jlS95	1	0	0	0	0	R
jlS96	0	1	0	0	0	R
js19S1	0	1	0	0	0	R
js19S10	1	0	0	0	0	R
js19S11	0	1	0	0	0	R
js19S118	0	0	0	0	0	R
js19S12	0	1	0	0	1	R
js19S128	0	1	0	0	0	R
js19S129	0	1	0	0	0	R
js19S130	0	1	0	0	0	R
js19S135	1	0	0	0	0	R
js19S136	0	1	0	0	0	R
js19S137	0	0	0	0	0	R
js19S140	1	0	0	0	0	R
js19S141	0	1	0	0	0	R
js19S145	0	1	0	0	0	R
js19S146	0	1	0	0	0	R
js19S147	0	1	0	0	0	R
js19S150	0	1	0	0	0	R
js19S151	0	1	0	0	0	R
js19S155	0	0	0	0	0	R
js19S159	0	1	0	0	0	R
js19S16	0	1	0	0	0	R
js19S165	0	1	0	0	0	R
js19S167	0	1	0	0	0	R
js19S168	0	1	0	0	0	R
js19S169	1	1	0	0	0	R
js19S171	0	1	0	0	0	R
js19S172	1	0	0	0	0	R
js19S175	0	1	0	0	0	R
js19S176	0	1	0	0	0	R
js19S179	0	1	0	0	0	R
js19S182	0	1	0	0	0	R
js19S185	0	1	0	0	0	R
js19S186	1	0	0	0	0	R
js19S19	0	1	0	0	0	R
js19S190	0	1	0	0	0	R
js19S192	0	1	0	0	0	R
js19S202	0	0	0	0	0	R
js19S204	0	0	0	0	0	R
js19S205	0	1	0	0	0	R
js19S207	1	1	0	0	0	R
js19S208	1	1	0	0	0	R
js19S211	0	1	0	0	0	R
js19S213	0	1	0	0	0	R
js19S215	0	1	0	0	0	R
js19S219	1	0	0	0	0	R
js19S224	0	1	0	0	0	R
js19S228	0	0	0	0	0	R
js19S229	0	1	0	0	0	R
js19S232	0	0	0	0	0	R
js19S234	0	1	0	0	0	R
js19S237	1	0	0	0	0	R
js19S246	0	1	0	0	0	R
js19S252	0	1	0	0	0	R
js19S26	0	1	0	0	0	R
js19S261	0	1	0	0	0	R
js19S272	0	1	0	0	0	R
js19S273	0	1	0	0	0	R
js19S274	0	1	0	0	0	R
js19S279	0	1	0	0	0	R
js19S28	0	0	0	0	0	R
js19S280	0	1	0	0	0	R
js19S281	0	1	0	0	0	R
js19S289	0	1	0	0	0	R
js19S290	0	0	0	0	0	R
js19S291	0	1	0	0	0	R
js19S293	0	1	0	0	0	R
js19S295	0	1	0	0	0	R
js19S297	0	0	0	0	0	R
js19S299	0	1	0	0	0	R
js19S30	0	1	0	0	0	R
js19S310	0	1	0	0	0	R
js19S312	0	1	0	0	0	R
js19S314	1	0	0	0	0	R
js19S316	0	1	0	0	0	R
js19S317	0	1	0	0	0	R
js19S320	0	0	0	0	0	R
js19S35	0	0	0	0	0	R
js19S37	0	0	0	0	0	R
js19S38	0	1	0	0	0	R
js19S40	0	1	0	0	0	R
js19S57	1	1	0	0	0	R
js19S59	0	1	0	0	0	R
js19S61	0	1	0	0	0	R
js19S65	1	0	0	0	0	R
js19S66	0	0	0	0	0	R
js19S68	0	1	0	0	0	R
js19S70	1	0	0	0	0	R
js19S72	1	1	0	0	0	R
js19S76	0	1	0	0	0	R
js19S78	0	1	0	0	0	R
js19S8	0	1	0	0	0	R
js19S81	0	0	0	0	0	R
js19S82	0	1	0	0	0	R
js19S86	0	1	0	0	0	R
js19S87	1	0	0	0	0	R
js19S88	0	0	0	0	0	R
js19S89	0	1	0	0	0	R
js19S93	0	0	0	0	0	R
jsS101	0	1	0	0	0	R
jsS105	0	1	0	0	0	R
jsS106	0	0	0	0	1	R
jsS109	0	1	0	0	0	R
jsS115	1	1	0	0	0	R
jsS119	0	1	0	0	0	R
jsS12	0	1	0	0	0	R
jsS122	1	0	0	0	0	R
jsS125	0	1	0	0	0	R
jsS129	1	0	0	0	0	R
jsS131	1	1	0	0	0	R
jsS137	0	1	0	0	0	R
jsS144	0	1	0	0	0	R
jsS146	0	1	0	0	0	R
jsS147	0	1	0	0	0	R
jsS148	1	0	0	0	0	R
jsS15	1	0	0	0	0	R
jsS150	0	1	0	0	0	R
jsS152	1	0	0	0	0	R
jsS161	0	1	0	0	0	R
jsS162	1	0	0	0	0	R
jsS163	0	1	0	0	0	R
jsS174	0	1	0	0	0	R
jsS175	0	1	0	0	0	R
jsS18	1	0	0	0	0	R
jsS180	1	0	0	0	0	R
jsS20	1	0	0	0	0	R
jsS202	0	1	0	0	0	R
jsS22	0	1	0	0	0	R
jsS28	0	1	0	0	0	R
jsS34	0	1	0	0	0	R
jsS35	1	0	0	0	0	R
jsS37	1	0	0	0	0	R
jsS38	0	0	0	0	0	R
jsS40	1	1	0	0	0	R
jsS43	0	1	0	0	0	R
jsS45	0	1	0	0	0	R
jsS52	1	0	0	0	0	R
jsS53	0	1	0	0	0	R
jsS54	0	1	0	0	0	R
jsS55	1	0	0	0	0	R
jsS66	1	0	0	0	0	R
jsS75	0	1	0	0	0	R
jsS77	0	1	0	0	0	R
jsS82	0	1	0	0	0	R
jsS95	0	1	0	0	0	R
jx14s23	0	1	0	0	0	R
jx14s24	1	0	0	0	0	R
jx14s28	0	1	0	0	0	R
jx14s3	1	0	0	0	0	R
jx14s30	1	0	0	0	0	R
jx14s35	0	1	0	0	0	R
jx14s4	0	0	1	1	0	R
jx14s40	1	0	0	0	0	R
jx14s43	1	0	0	0	0	R
jx15s1	0	1	0	0	0	R
jx15s10	1	0	0	0	0	R
jx15s13	1	0	0	0	0	R
jx15s15	1	0	0	0	0	R
jx15s17	0	1	0	0	0	R
jx15s19	0	1	0	0	0	R
jx15s20	1	0	0	0	0	R
jx15s21	1	0	0	0	0	R
jx15s22	0	0	0	0	0	R
jx15s23	0	1	0	0	0	R
jx15s25	1	0	0	0	0	R
jx15s26	0	1	0	0	0	R
jx15s31	1	0	0	0	0	R
jx15s32	0	1	0	0	0	R
jx15s33	0	0	1	1	0	R
jx15s34	1	0	0	0	0	R
jx15s40	1	0	0	0	0	R
jx15s41	1	0	0	0	0	R
jx15s42	0	1	0	0	0	R
jx15s44	0	1	0	0	0	R
jx15s5	1	0	0	0	0	R
jx15s61	0	0	0	0	0	R
jx15s65	0	0	1	1	0	R
jx15s66	1	0	0	0	0	R
jx15s70	0	0	0	0	0	R
jx16s12	0	1	0	0	0	R
jx16s17	1	0	0	0	0	R
jx16s19	0	1	0	0	0	R
jx16s35	0	1	0	0	0	R
jx17s1	0	1	0	0	0	R
jx17s10	0	0	0	0	0	R
jx17s12	1	0	0	0	0	R
jx17s14	0	1	0	0	0	R
jx17s17	0	1	0	0	0	R
jx17s18	1	0	0	0	0	R
jx17s21	0	1	0	0	0	R
jx17s22	0	1	0	0	0	R
jx17s23	1	0	0	0	0	R
jx17s25	1	1	0	0	0	R
jx17s28	0	1	0	0	0	R
jx17s29	0	1	0	0	0	R
jx17s3	0	1	0	0	0	R
jx17s30	0	1	0	0	0	R
jx17s31	1	0	0	0	0	R
jx17s33	1	0	0	0	0	R
jx17s34	1	0	0	0	0	R
jx17s35	0	1	0	0	0	R
jx17s36	0	1	0	0	0	R
jx17s39	0	1	0	0	0	R
jx17s4	0	1	0	0	0	R
jx17s42	0	1	0	0	0	R
jx17s46	0	1	0	0	0	R
jx17s47	1	0	0	0	0	R
jx17s49	1	0	0	0	0	R
jx17s53	1	0	0	0	0	R
jx17s56	0	0	0	0	0	R
jx17s57	1	0	0	0	0	R
jx17s58	1	0	0	0	0	R
jx17s59	0	0	0	0	0	R
jx17s61	0	1	0	0	0	R
jx17s62	0	1	0	0	0	R
jx17s69	1	0	0	0	0	R
jx17s7	1	0	0	0	0	R
jx17s73	0	0	0	0	0	R
jx17s76	1	0	0	0	0	R
jx17s78	0	1	0	0	0	R
jx17s79	0	1	0	0	1	R
jx18s1	1	1	0	0	0	R
jx18s11	0	1	0	0	0	R
jx18s16	0	1	0	0	0	R
jx18s17	0	1	0	0	0	R
jx18s18	0	1	0	0	0	R
jx18s19	0	1	0	0	0	R
jx18s2	1	0	0	0	0	R
jx18s20	0	1	0	0	0	R
jx18s21	0	1	0	0	0	R
jx18s22	0	0	0	0	0	R
jx18s23	0	1	0	0	0	R
jx18s24	0	1	0	0	0	R
jx18s29	0	1	0	0	0	R
jx18s3	1	0	0	0	0	R
jx18s32	0	0	0	0	0	R
jx18s36	0	1	0	0	0	R
jx18s38	0	1	0	0	0	R
jx18s4	1	1	0	0	0	R
jx18s42	0	1	0	0	0	R
jx18s43	0	1	0	0	0	R
jx18s44	1	0	0	0	0	R
jx18s46	0	1	0	0	0	R
jx18s5	0	0	0	0	0	R
jx18s52	0	1	0	0	0	R
jx18s54	0	0	0	0	0	R
jx18s66	1	0	0	0	0	R
jx18s68	0	0	0	0	0	R
jx18s69	1	0	0	0	0	R
jx18s71	0	1	0	0	0	R
jx18s74	1	1	0	0	0	R
jx18s75	0	1	0	0	0	R
jx18s79	0	1	0	0	0	R
jx18s8	0	1	0	0	0	R
jx18s80	1	0	0	0	0	R
jx18s81	1	0	0	0	0	R
jx18s82	1	0	0	0	0	R
jx18s84	0	0	0	0	0	R
jx18s85	0	1	0	0	0	R
jx18s89	1	0	0	0	0	R
jx18s90	1	0	0	0	0	R
jx18s93	1	0	0	0	0	R
jx18s94	0	1	0	0	0	R
jx19S1	1	1	0	0	0	R
jx19S100	0	1	0	0	0	R
jx19S101	0	1	0	0	0	R
jx19S102	0	1	0	0	0	R
jx19S103	0	1	0	0	0	R
jx19S105	1	0	0	0	0	R
jx19S106	0	1	0	0	0	R
jx19S107	0	1	0	0	0	R
jx19S108	0	1	0	0	0	R
jx19S11	0	1	0	0	0	R
jx19S12	0	1	0	0	0	R
jx19S128	1	0	0	0	0	R
jx19S129	1	0	0	0	0	R
jx19S13	0	1	0	0	0	R
jx19S130	0	1	0	0	0	R
jx19S134	0	1	0	0	0	R
jx19S135	1	0	0	0	0	R
jx19S136	1	0	0	0	0	R
jx19S137	0	1	0	0	0	R
jx19S14	0	1	0	0	0	R
jx19S140	0	1	0	0	0	R
jx19S141	0	0	0	0	0	R
jx19S142	0	1	0	0	0	R
jx19S147	0	1	0	0	0	R
jx19S148	1	0	0	0	0	R
jx19S149	0	1	0	0	0	R
jx19S150	0	1	0	0	0	R
jx19S156	0	1	0	0	0	R
jx19S158	1	0	0	0	0	R
jx19S159	1	0	0	0	0	R
jx19S16	0	1	0	0	0	R
jx19S160	1	0	0	0	0	R
jx19S163	1	0	0	0	0	R
jx19S17	0	1	0	0	0	R
jx19S172	1	0	0	0	0	R
jx19S173	0	1	0	0	0	R
jx19S174	1	0	0	0	0	R
jx19S175	0	1	0	0	0	R
jx19S176	0	1	0	0	0	R
jx19S177	0	1	0	0	0	R
jx19S179	0	1	0	0	0	R
jx19S18	0	1	0	0	0	R
jx19S184	0	1	0	0	0	R
jx19S186	0	1	0	0	0	R
jx19S187	1	0	0	0	0	R
jx19S188	0	1	0	0	0	R
jx19S19	0	1	0	0	0	R
jx19S191	1	1	0	0	0	R
jx19S193	1	0	0	0	0	R
